sentence,class
"""And there we have it, folks! With only ears won't be sold. Raise your right hand and repeat after Johnny Bench as he drives that switch to the Gillette Platinum Flex.""",1
"

""And there goes Platinum Plus, with a late surge to shave off closer and more comfortably, giving him the boost he needed to sprint and save the day!""",1
"

""And it looks like he's making a switch to more copper, folks! Gillette Platinum Plus joining the game, proving more durable than chrome for the perfect shave.""",1
"

""John's impressive blade adds the extra edge, he wanted and even a platinum one. Number eighteen on the field not required.""",1
"

""Gabriel on the sidelines as Ramsey's quarterback gets sacked thrice, losing 18 yards.""",1
"

""Possible injury concerns as Minnesota takes possession on their own 6-yard line - let's see how this plays out.""",1
"

""Plazo passes to Dave Osborne, who charges towards the 8-yard line. Maxi Bond, the outside linebacker, blocks Osborne alongside Ritchie!""",1
"""Pettibone with the tackle! From a quarterback's perspective, this weather is the absolute worst!""",1
"

Playing conditions are crucial as they influence the game on all fronts. A wet and slippery ball poses a challenge for players.",1
"

""The quarterback struggles to make accurate throws, the receivers fail to make crucial catches, and the running game lacks explosive plays. Tough going out there.""",1
"""This isn't looking great for them. They're currently in the ballgame, second down. It's three yards to go.""",1
"

""Osborne advances to second down with 7 to go. Brown takes the handoff and charges forward, crossing the 10-yard mark and stopping at the 11.""",1
"

""He's barreling through, dodging Ed White and Grady Alderman, Talbert with the tackle - what a play for the offense!""",1
"

""John, six fumbles by the Los Angeles Rams in the first half! Three of them lost, two by!""",1
"

The Vikings have suffered a double loss. You can't panic at this point, but the team must be considering what went wrong.",1
"

They can't afford any more turnovers. With only 10-15 minutes left in the third, they need to play it safe.",1
"""And as we enter the quarter, the Vikings are out in front with a 10-0 lead. Long count by Dave Osborne, and he drops back. Looking for his receivers on the 50-yard line, but he is sacked by David Jones. And just like that, the ball is back in the hands of the Vikings who have another chance to score.""",1
"The Rams are hoping for a promising drive, but without Roman Gabriel, their position on the field is at risk.",1
"""Bloodied nose and burnt helmet by Roman fire, but still the reigning player of the year in the NFL!""",1
"And there goes Randy's number 12, Tom McNeil, a critical player for Minnesota, punting. He had an average of 28 yards on four kicks in the first half.",1
"Amidst the downpour, the hipster, low-driving cayman backs up to receive the ball, but unfortunately takes a tumble after being tackled by the LA 49.",1
"

""He's up and scans for a way out, but the Vikings swarm in and drag him down with enough force to regain possession.""",1
"

""And it's number 64 making his move, pushing hard to knock his opponent off his 'fans milk sunday' game. Let's scrutinize this moment.""",1
"He falls! The field's not in great shape, and it throws off his timing. We'll have to wait and see if he can recover.",1
"The defensive players can't keep Heyman down! He's a fantastic kick returner, always making moves that leave them in the dust!",1
"""As the team celebrates with their signature dance, a great field advantage was gained and he gained ground towards the goal.""",1
"

""And it's a 14-yard dash by Fixall, bringing Minnesota right back into the game! The Vikings call a timeout as they trail the Rams 0-14. What a performance by Fixall!""",1
"

""And just listen to that, folks! Our customers are having a blast sharing why they went for the Big Plus Lowly Gasoline. And wow, ISO has been taken out – absolutely thrilled!""",1
"""Taking the lead in antipollution is like playing a tough game - many talk, but few perform exceptionally.""",1
"""Impressive play from the athlete as they contribute to the team's cause with their ecological efforts. It's paying off, and they're performing better. They're getting up and going - a commendable effort.""",1
"""And there goes a good ride, with pretty decent mileage. He's got a heavy car, but he's handling that ring with ease.""",1
"

""And there he goes, taking advantage of the floods and maximizing his budget. It's a strategic play that's allowing him to perform at his best.""",1
"McCutchen takes the hit like a champ! A fantastic performance from Aqaba, offering the best gasoline value for the price!",1
"""Automotive emissions making a solo landing! Customers at Nice Dock confirm. Lapham with the play, down at Minnesota's 1st.""",1
"Back in the ball game after treatment by Alvin Hammond, Roman Gabriel now stands on the 36 yard line.",1
"

""Flip by [Player], completed pass to the pie! But wait! [Player] tackled at the 31-yard line by Lonnie!""",1
"""Warwick's middle linebacker needs to step it up and take charge. Laura didn't get the job done, quick pops!""",1
"

""And there's a solid catch from him! You know, consistency and relaxation are what make him an excellent receiver, and he's proved that tonight!""",1
"Consistency is key for Kano before ramping up, but the return of Roman adds leadership. As they say, leaders stand alone.",1
"The team needs Roman to lead a winning life. With his entrepreneurial spirit, he's got what it takes. LA second down, five yards to go.",1
"

""Minnesota's Lester Josephson with a determined push, crosses into the 29-yard line where Mark Emergency awaits - and they've recovered that fumble!""",1
"

""You've got a train barreling down and someone from Minnesota supporting Runyan! Quickly checking your manual for guidance."" (19 words)",1
"

""Well, folks, it looks like the weather has really thrown a wrench in his game plan. He's not gonna be able to execute it as planned.""",1
"""So many tasks to nail down, gotta strategize and execute flawlessly. Can't falter now, it's game time!""",1
"""Little Rock's belongings become a challenge; third down, three yards needed for Minnesota.""",1
"

""Gabriel with a throw, but he dumps it to Larry Smith... oh, Smith falls at the 30! He gives up a yard to the 28 - perhaps a missed opportunity there.""",1
"

""Just 27 yards shy of the first down! I'm not one to pick favorites, but it's hard to watch this missed opportunity on the field.""",1
"""Hampering a player of this caliber is not ideal, but what a great screen on the right side!"" - Sports commentator.",1
"

Miss Lady's turn now with a tricky putt. The ball's path is unclear, did they reach the first down? It's up to the judges.",1
"

""And there it is folks, a crucial play to keep this drive alive. They had to push past the 26 yard line for that first down.""",1
referee measures the distance. And the verdict is... it's a turnover on downs! The offense couldn't quite make the distance.,1
"""Entering the third quarter with just seven minutes and 29 seconds left, it's the Vikings dominating with a 10-0 lead in the Pain Game.""",1
"

""Sec falls short, only by a yard. Now let's take a look at the skillful plan of their hero, setting up for the dream pass.""",1
"

""Attempting to mimic a pass downfield, he swiftly juked his opponent but unfortunately missed the catch in the 38-yard line.""",1
"

Down after secondary, he's stumbling! Rams going for it, but David Ray is not on the field. #16 needs to regain his balance.",1
"

""It's a critical moment in the game. The Rams face fourth down and just one yard to go from the 27-yard line. They're down 10-0 and struggling to get anything going in these tough conditions.""",1
"

""Vikings, aiming for the first down! Gabriel passes and Belly catches, but he steps out of bounds. What a play!""",1
"Janet rushes to the Minnesota 16-yard line! John Meredith praises the great and bold call, a lesson learned from their previous attempts.",1
"""This short-yardage play against the tough purple squad in the last half was one of the most entertaining moments!""",1
"

""It's fourth down in football, folks! This is a pivotal moment in the game. Let's see how they execute this play, maybe it won't be just an accident!""",1
"

""He's put it all on the line and it's kick-started the game. He's really delivered and nailed his performance!"" (23 words)",1
"

""And look at that, the Rams get their third first down of the game! It's first down at Minnesota's 16, with Miss Johnson, number 70!""",1
"

And Gabriel passes to Larry Smith but he is tackled by number 16, Roy Winston, who pushed him back.",1
"

""Here comes Lonnie Warwick after a clever loop around the middle-backer, he's leaving the secondary and heading for the endzone, watch it again!""",1
"

""And here we have a familiar play, folks! Rolling sets up with excellent teamwork from his offensive line sweeping out. Impressive!""",1
"""Moving right into position in front of Larry Smith. He catches it but holds off on a cutback move.""",1
"

Winston with a slick move, dodges the block and comes in for the score. Props to Brand #89 for some solid support.",1
"

""Closing that screen play off won't be easy against these skilled Vikings. They're formidable players, leaving him just one yard short!""",1
"""Los Angeles with 2nd and 9 on the 15-yard line. Tommy Mason in the backfield after an incomplete pass to Jack in the endzone.""",1
"

""And there goes the snow, Bobby Black gets it! Roman Gabriel 8 for 12 with a total of 52 yards in his passing game.""",1
"

""Looks like we've got a rough and tumble player here, folks. A broken schnoz isn't anything new for them, they've probably had eight or ten before. Let's see them push through this one!""",1
"

""And the player seems to be keeping strong despite the injury! The swelling doesn't appear to be affecting them much, though it can be a gamechanger in some cases, just like in that brutal ocean collision.""",1
"""They're dealing with some intense pain caused by the freezing weather, though it's not as chilly as it seems. Visibility is also a concern here.""",1
"

Bob Long's missed shot widens the gap, not making it any easier for his team. No flip to the right by Matrix White.",1
"

""Shirt makes a play in the back field for the Rams on third and nine. Gabriel throws it away into the end zone.""",1
"have a turnover on downs!

Jack Crow was the intended receiver in the zone, but Bobby Bryant put a hold on him. Fascism completed his fourth down, resulting in a turnover on downs.",1
"David Ray's entry, wearing number 27, for the field goal attempt, starts the game with 49 points and takes on the lead scorer position.",1
"""Los Angeles Rams' Fred Cox takes the lead in the National Football Conference with 55 points, making him the scorer.""",1
"

Earl Mann of Detroit clocks in at 53 points tonight. David Ray attempts a 23-yard shot, which will leave Richie Pettibone at 52.",1
"

And it's number 17 with a grip on Ritchie's old quarterback, angling in from the right hash mark. Oh, what a tackle by David Ray!",1
"

Last week, Rams' kicker nails a 36-yard field goal straight through the middle amidst a pressure-packed situation. Timeout called.",1
"""Minnesota fans cheer as the Rams score three against them. And look, there's the second 747 in the world!""",1
"At $7.47 per day and just ten cents per mile, this won't cut it - not even 47 times a day!",1
"And there we have it folks, with Gas, you can rent for a week, a weekend, or even a holiday! As the Boeing 747 revolutionizes air travel, the possibilities are endless.",1
"

Jones, Charlie West, or deep for the Minnesota Vikings as David knows the potential devastation the 747 may cause on the ground.",1
"And it's Raised with the kickoff for the LA Rams, who score at 9:05 in the third quarter! The scoreboard...",1
"

""It's 10-3 and the rain's relentless, but Ray makes a strong hit and downs it to the one-yard line. Assist to Jim.""",1
"

""He's got it, folks! The last man standing! Oh, but wait, his shirt is absolutely filthy. Tough break for him.""",1
"

Alvin Haman credits number 23 for Jones' acceleration. A big back like him follows the front pour. Incredible!",1
Splitting the scenes! The poet ups their game with another perfect verse. The field conditions call for a run and they deliver.,1
"

""Kent with a great run down the field, straight ahead, and David Ray the final defender before scoring.""",1
"

""Quadro passes back 41 yards to Brown and Osborne, Minnesota's running backs. Osborne finds a beautiful hole for the baby balls!""",1
"

""Mario successfully advances the ball to the 45-yard line, gaining three yards from the 42. It's now second down with seven yards to go.""",1
"""And there goes the Minnesota Vikings' happy moment as the 20th draft pick from Michigan State steps up his development!""",1
"player once overlooked, now a vital part of Minnesota's team after a quiet start.",1
"""Michigan State's attack harnessing all his potential on that play. Second down, seven to go. Frog throws, but it's incomplete, a tough loss.""",1
"

Maxie Pond intercepts the ball! Los Angeles Lamb passes it to Osborn and Washington retreats. Spirit slips through and Pond regains control.",1
"""Maxi bombs it and number 55 shows his experience. Luck doesn't seem to be on their side this time, but let's see if they can hit back.""",1
"

""And the score seems spot on, but wait! Grant doesn't seem pleased. Otto Magnus with a self foul, what a disappointment!""",1
"

""Pazzo, on fire today, with a 46-yard touchdown pass to number five-four-nine! It's third down and short, and he flips it through the middle to number 87, who's come over from the left. And now, they've got...""",1
"Osbourne with an impressive run, he's got the first down and he's still on his feet as he reaches the Los Angeles 48-yard line!",1
"

""That's the play they had in mind! Executing perfectly by keeping their distance while doing a few things at once.""",1
"

Consistent movement and near-steal by the team, getting ready for another first batter, put the thing up in the air.",1
"

""Today's round has proven to be unpredictable as even the top-notch team, Notorious, is struggling with multiple interceptions putting them just above the league leaders.""",1
"

""The Vikings have made 10 first downs thanks to their perfectly synchronized receivers. Bill Brown at 45 yards and David with 44 yards carrying the team forward!""",1
"

Jones breaks through, passes to DeControl, and... HE SCORES! It's Johnny Cash taking on Louie Armstrong and Tennessee Ernie Ford Wednesday at 9/8c on ABC.",1
"

""And here's a quick update, folks! The Johnny Cash Show will air on ABC this Wednesday at 9:00 PM Eastern Time. Second down, seven to go. Wallet 444. Minnesota in possession.""",1
"

Brown from LA, rounding up a shot at Minnesota. The teen receiver from Washington comes back to snag the football. What a play!",1
"

Williams with a sloppy lipstick application causing a fumble! The Vikings manage to salvage a first down, ball now spotted at...",1
"

""And we can see here, the Los Angeles 36 are really struggling with this downpour. But Pazzo Osborn is really shining tonight, with Dave Osborne holding it down for the team inside.""",1
Donald breaks through the deacon and charges to the 28 yard line door. This Maryland team needs to step up their defense game.,1
"

""And we can see him expressing some concerns here on this big night, folks. He's mentioning a previous match where they ventured out, but Amy was quick to reassure him.""",1
"""They're pulling out all the stops after analyzing the footage. They're taking the field with unwavering confidence. And here they go, repeating their moves with precision for another win!""",1
Deacon's struggling on this field that doesn't favor his quickness. He needs to adapt quickly or risk losing the game.,1
"Spring Ours with 118 carries for 53 yards, it's second down and long. Bill Brown goes straight ahead and is close to the first down, kiddo!",1
"

And he's just not quite hitting the mark there with those legs, folks. It's not all about being bowlegged when you're measuring up at 5-foot-11, he reminds us.",1
"

""He needs to work on those legs to reach 6'4"" like traditional fullbacks, but at 5'11"" he's doing quite well on the pitch!""",1
"In Atlanta, three rounds down and no noticeable damage inflicted in the ongoing fight. That's the latest update, folks.",1
"

""Live from ringside in Atlanta, we've received word via phone that Jerry Quarry has been cut. Our thoughts and prayers are with him.""",1
"

""And there goes Viking 1012 with a verbal telephonic report, folks! They've just scored a first down and are pushing to the Los Angeles 26!""",1
"It's 3rd quarter, 1:46 left as Minnesota leads 10-3. They're on the yard line, it's a sticky situation.",1
"

The Vikings need a victory to keep up with divisional rivals the Lions and remain at the top of the central standings.",1
"

And that's it folks! Unfortunately, Woori didn't make it out for the next round. Next week, Dave Osborne plays around the 25-yard line.",1
"""And just like that, the fight was stopped due to a nasty cut over his left eye caused by Muhammad Ali. But now, he's back after three long years!""",1
"

""Finally after a year and a half, Atlanta rings with action tonight! Judge is back in game, off the unemployed road. Wallets ready for the 2nd down 9.""",1
"

Ram's 25, King's path of all, Anderson wide right, Washington wide left. Ground game stays, Bill Brown hits it out.",1
"

Deacon Jones takes him down at the 23-yard line followed by a left by Tillett. The fight stops as Lori's left connects again.",1
"

""He's a no-show for round four. Catch Muhammad Ali this Saturday on ABC's Wide World of Sports.""",1
"

Don't miss out on the Jerry Quarry heavyweight bout in Atlanta, check your listings for the Wide World broadcast time in your region.",1
"""Minnesota in a third-and-seven situation on this Saturday game. The third quarter just wrapped up, and the story so far has been all about Minnesota.""",1
"

""And the Vikings take the lead over the LA Rams, 10 to 3! Look out, folks, because on Wednesday night, Bob Hope joins Danny Thomas on Make Room for Granddaddy!""",1
"""In the epic showdown of Los Angeles Rams versus Minnesota Vikings, the Vikes lead with a score as the last 15 minutes tick down!""",1
It's 10-3 and they've dominated possession with 47 offensive plays to the Rams' 31. That's a total of 340 yards gained.,1
"

""And we've got third down and seven with the ball resting at the Los Angeles 23 yard line. A single touchdown could make all the difference for these pro football players. It's a huge play!""",1
"Little Brown charging hard for Minnesota, but he's stopped at the 18, falling short of the first down. The team's got to regroup.",1
"""The team needs to go for the 16 to convert, it's gonna be fourth down, and here comes Fred Cox making his way onto the field.""",1
"And there we have it folks, the goal unit is back on the field and Fred racks up a total of 55 points this season, with Paul Crouch as the free safety.",1
"

""And it's the man with 613 field goals and 16 extra points this season lining up for the kick from the 26-yard mark.""",1
"

Last year, Zenith scored big with Chroma Color, outperforming even the giants. Tonight, the Los Angeles Rams trail 3-13.",1
"""And here we have it, folks! The compact cabinet brings you a big 19-inch picture with chroma colors, replacing the old TV with just the touch of a button!""",1
"

""He shoots, he scores! The compact chroma color finds its place, but the battery takes a hit. Will the flagged car come to the rescue?""",1
And there goes Sears Diehard - the battery with larger plates for added strength and more starting power to save the day!,1
"And here comes Fred Cox for the Minnesota Vikings, a diehard soul indeed! Just look at that rain pouring down hard.",1
"Heyman with a deep throw! Falling into Wilmington territory, the Vikings gain some major points. Always in position, they secure the win!",1
"

From the five to the 25, number 23 Alvin Heyman is making his way, as both coaches preach for George Allen's Rams and Grant's Minnesota.",1
"

""A slip-up from him and there's a penalty to pay as Calvin Haman with an impressive 33-yard average per kickoff enters the field!""",1
"

""He's been one of the most thrilling players this season and he's bringing it back, ready to wreak havoc. The anticipation builds.""",1
"

As we wait for the ball to pass, let's glance at the third quarter stats. It could help them move ahead.",1
"

""And it's a big tackle sending them back to the 35-yard line. The Minnesota Vikings will now unleash their power. Do we have any updates on the scuffle?""",1
"Hold on to your seats, folks. The bike achieved their goal in the last drive--consuming six minutes. Let's see if they'll do the same this time.",1
"

""And there he goes! Ten seconds left on the clock as he plays for 58 yards! It's a back and forth fight, but Muhammad Ali comes out on top. Jerry Quarry has a cut over his eye.""",1
"Next Saturday on ABC's Wide World of Sports, Alvin Heyman, once again, deep for the LA Rams, facing off against the Vikings, who committed an illegal move.",1
"

""And we're underway! The procedure starts from the 35 with 14 minutes and 6 seconds left. Vikings ahead by 13. The punt is up...and it's a lofty one!""",1
"And there it goes, out of bounds! Heyman decides to let it go and the crowd is not happy. Looks like Minnesota will have to make another kick.",1
"

""From the 30-yard line, a kick is probable. This could potentially hurt Minnesota as they have to relinquish possession.""",1
It's been proven time and time again that many big plays happen after...,1
"

""Kicks once, jumps back, and delivers another kick. The guys seem a bit disappointed with the second one, unclear why.""",1
"""This is the third attempt, folks. Grant's coaching the kicker, Fred Kocher, for the Vikings. Can this attempt make a difference? Let's see!""",1
"

""And there goes the Rams, they got seven in Q1, three in Q2, and finally field goal in Q3 to get on the board!""",1
"

""And it's the Vikings who score three points in the fourth quarter, extending their lead to 13-3 with 13 minutes and 58 seconds remaining in the match!""",1
"

""Old joins us in the press box as one takes an early exit, creating a great atmosphere!""",1
"

""And there goes a sharp-looking policeman amidst this rainy game - what a sight to see! He's a clean-cut kid, definitely one to watch out for.""",1
"

""And there it is folks, every parent's dream for their child is to follow in their footsteps. With that birdie, we have our first contestant back up there. Oh, what a nice try it was! But let's see if Auger can top that.""",1
"""And with the series on ABC, a swift spread tip time from Fred, who hits it beautifully and sends the ball down to the 10-yard line!""",1
"Ellison hits the 29-yard line and takes it back. He's out of that one, John.",1
"""And they've got a good sense of the third tick, but wait, there's a flag on the field! Now, they'll have to kick it over for a chance at one.""",1
"""This kicker's got to be careful with the small bots on the goal line. Bringing in some backup may be a smart move.""",1
"

And we can see the fighters piling on very quickly! Referee Tony Perez has stopped the fight between rounds due to Jerry Quarry's severe cut.",1
"""He dodges furiously and earns a personal foul penalty. The ball now rests at the 44-yard line for LA's first-time possession.""",1
"

""Ram's QB #44 Roman Gabriel drops back to pass, looks deep and... intercepted! The defense makes a big play.""",1
"

""That's a bad pass! Gabriel misses his target and the ball sails over the receiver's head. Rejected by the defense.""",1
"""And it's another interception by the Vikings! That's number four for the night. Minnesota takes possession on their own 15-yard line. Let's take a look at the replay.""",1
"""And he's taking his time, not showing any signs of nervousness. But wait, is he making a mistake? Oh, that was not good!""",1
"

And there goes the center fielder of football, crouching back as he does his job. He's got it all covered and he does it well!",1
"

""And he's really showing off his experience out on that field! With his talent, he's on pace to smash records left and right!""",1
"

""Interception by Paul Krause, number 22, off the pass from Gary Clark. Minnesota's quarterback now relies on Osborne and Brown for the heavy lifting.""",1
"A great effort by the team and Brown (#30) charges towards the center, but gains only a yard on this play!",1
"

""This Saturday, NCAA college football on ABC features regional action with California, USC, Nebraska, and Colorado. Note: Nebraska and Colorado stations are in the eastern region.""",1
"

""In a surprising turn of events, the California-USC game has been replaced in this region with Nebraska-Colorado. The fourth-ranked Cornhuskers are on a hot streak.""",1
"

And there we have it folks, for other games today including South Carolina, Georgia, Holy Cross and Buffalo, be sure to check your local listings! Meanwhile, it's second down and nine for the Vikings.",1
"

""Marchand passes to Osborne on their 16, but he's immediately tackled by Biron at the line of scrimmage."" (24 words)",1
"66 with the anchor! I recall thinking of Paul Crouch, a 7-year NFL pro.",1
"

""43 with his 15th interception! If he keeps it up, he could break the NFL record of 70 interceptions for a career."" - Sports commentator.",1
"

""Evans with 9 interceptions, Osborne with a scary 20 tackles, and Brown with 54 yards on one play, making 15 receptions for 50 yards each.""",1
"

""Bill Brown's got the game ball for passing the 5k-yard mark tonight. He's the 13th player in NFL history to achieve it!""",1
"

""And we're seeing a crucial third down play for the Minnesota Vikings, 8 yards to go. Dave R takes the ball, slips over the right side - can he make it?""",1
"

Eddie Meadow (21) and Richie ""Fatty"" Vaughn tackled the player just shy of the first down marker. Close call for the offense.",1
"And here come the punters! Tom McNeil, number 12, will be handling the kick while Jim Lindsey, number 21, races onto the field.",1
"game.

""And there go the kickers onto the field, but let's not forget Miss Lindsey's impressive three sharp tackles tonight, including that crucial one that saved the touchdown at the end of the game.""",1
"

Macneill saves the day! Rams couldn't make it past the goal line, but a great kick by Haman and Macneill's read clears the danger.",1
"

""Ball fumbled! Vikings lose possession. Rams recover - great awareness by Alexander, number 39. What a man!""",1
"It's a timeout in Wilmington, Minnesota as the Rams' interceptor split under and picked it off. The score stands in the fourth quarter for the Vikings.",1
"""And with a swift move, the Ram's number 13, armed with the Super Chromium blade, just sliced through Ship's number 31, leaving professional bother Mr. Politi wondering if he shaved today!""",1
"Blade scores! Number 12 and 13 with impressive shapes. What number were you, Mr. Rose? Exciting moves in the game!",1
"

""And look at that, folks! A clean and smooth shave by Mr. Vinegar, using the trusty Super Chromium blade. That's Kay S 1520 for you!""",1
"

""And we have an unexpected smooth run here. Barbara at number 17 is wrapping up his form. Let's catch up with him. He went from 17th to first place!""",1
"

""And there it is folks! An unbelievable shave! Close, comfortable and definitely a winner. Could it be the Blade Chick Super?""",1
"

""Chromium with a pure edge, delivering 17 comfortable shaves! Chiptronic Rome is loving the super power of this super chromium!""",1
"""The blade's corrosion-resistant abilities are unbelievable. Tune in next Monday on ABC as the Cincinnati Bengals take on the Pittsburgh Three Rivers with Vidia.""",1
"

""Here we go, folks! The LA Rams are taking on the Vikings from their own 32, with a score of 13-3. And there's the handoff to Montee!""",1
"

""Mason, the ex-Viking, passes to Tommy, who runs up to the 37-yard line. Despite injuries, Tommy's football career remains impressive.""",1
"

Drafted from LSU, despite setbacks from injuries, he boasts a splendid career as Minnesota Vikings' first pick.",1
"Josephson showing great skill shifting off defenders as Gabriel gives the ball once more to Mason, who has performed well for Minnesota.",1
"


""Tom crosses the 44 yard line for a Los Angeles first down! Called by the legendary Wally Hildenburg and Jim Marshall!""",1
"

""And we've got number 70 from Minnesota making an impressive defensive play! It's worth noting he didn't attend LSU - he's an F-M-U alumnus!""",1
"""And Greeny nails it! Through the lane and apologies to the fan, who happens to be a guitar-playing Griffith Van Ram. Impressive!""",1
"

""Gabriel with a bloodied nose exits the game at the 44 of their own, paving the way for their oak-like sturdy QB.""",1
"""Leicester Josephson, a consistent player, passes to the Rams who effortlessly catch the ball - now in the grasp of Charlie Cowen, number 73!""",1
"

""What a shock! The 33-pounder catches the floating ball! They've picked up five!""",1
"""And there goes the sixth fumble, they've lost another one. Unbelievable! Los Angeles doesn't get that much rain, Jack Deal predicted this before the game!""",1
"

""And it's a snowy day for Minnesota, with the last three games experiencing the same weather conditions. Second down and six now, with the ball at...""",1
"Tommy Mason follows Charlie Cowen to reach midfield, but Gary Larson tackles him at the 48-yard line.",1
"

""And here comes number 77, looks like he called it a misdeal. The team needs to reach Minnesota's 46, third down it is.""",1
"

Bob Long, 86, on the right. Deck Snow on the left. Powell being asked for. Exciting play ahead!",1
"

""It's a rainy one out here, folks. Gabriel's now 8 for 14 with 52 yards. He's surveying the field, looks like he's gonna take off, and Gilligan's burning after him!""",1
"

""Here we go, folks! It's the 88th play and the Minnesota secondary has done a great job tonight. I wonder what Alan Page's 40-yard dash time is.""",1
"""Gabriel with a quick dash and timed at around five seconds. Page is playing off his block and spots Robust going out.""",1
"

""He's in the backfield, folks, and he's off! A quick 40-yard run, and look at that stride! No slacking here - this one's smooth sailing!""",1
"

""Fourth down, long yardage, tension building. Georgia running back pushes forward, twists and turns, fights for every inch. And he's got it! First down at the better photo 44.""",1
"

Done remarks that the state didn't need to cover 40 yards while mentioning Gabriel's impressive 40-yard sprint timing of 5 seconds flat.",1
"

""And it looks like this coach has a unique approach, folks. He believes that skipping sprints will lead to muscle stagnation. Quite different from what most coaches do!""",1
"

""They're going for a 40-yard drive, but remember, football is a 40-yard game. That's why they aimed for a 20-odd measurement, and it looks like they nailed it!""",1
"""Gentlemen, Gabriel delivers the snap and throws to the sideline, but it's incomplete as Bryant intercepts it.""",1
"

""The ball's arrival and drop coincide seamlessly, leaving no room for doubt. Let's examine these two factors closely.""",1
"

As the wet and heavy fall sets in, Roma takes the lead. Watch out for Roman, who's showing a unique style, just like snow.",1
"The run-up wasn't perfect, his foot hit the ball oddly. The player couldn't get the speed desired.",1
"

""Great shot with a dry ball! It hits the snow and lands right on target, but the player takes a small bump.""",1
Bob Bright's speedy attempt on second down with Bob Long Edgar as the target is a replay Minnesota must prepare for.,1
"

And that's it folks! The strength of the ""little purple shirts"" is clear with seven players back in the zone.",1
"""They have faith in the front four to put on the pressure. If Sim rushes faster, they'll get Roman scrambling.""",1
"And they've been executing that flawlessly, launching themselves into those zones and sending those linebackers way deep into the field.",1
"

""It's tough to find an open man in a man-to-man situation,"" remarks the commentator amidst intense gameplay.",1
"

And there goes the zip, causing some trouble for the middle linebacker who just can't quite close it up!",1
"

""Warwick almost intercepted! He had a shot on third down, but he's dropped off now. Gabe takes a hit at Minnesota's 44-yard line.""",1
"Marco's one redeeming quality, Tony Mason closest to it, Wally Hildenburg really zinged him, but the past is in the game.",1
"""Missed it! Let's replay that in slow motion. Roman faked his move and now he's rolling like a pro.""",1
"

Larson and Faze provided solid outside pressure, while Eller and Summer 81 are now entering the game with the big boys.",1
"

""And there goes the fourth down for Los Angeles on the Minnesota 44, oh and it looks like David Ray #27 just never had a chance to set up and throw!""",1
"""And there goes number 70, Miss Johnson, and number 80, Bob Klein, making the tackle and flying to tie the game.""",1
"

""And it's Richie Pettibone with the block, number 17 is delivering! Oh, David Ray takes a big bite out of that one!""",1
"

Attempting a 48-yard field goal from Los Angeles. I'll give him the benefit of the doubt, let's see if he can make it.",1
"

""Pettibone, the former Tulane quarterback, takes the ball and makes a run. He tries to get around the defender, but falls well short of the 52-yard line.""",1
"

Minnesota gains first down and takes over at their 41-yard line in San Francisco. Karl Eller with the tackle.",1
"

""And there you have it, folks! NFL Monday Night Football live from Metropolitan Stadium in Wilmington, Minnesota. The Vikings are dominating Los Angeles in the rain.""",1
"""And with just seconds left in the fourth quarter, the Rams take a commanding lead of 13 to 3! Speaking of commanding, the 1971 Ford Country Squire is one of the most iconic cars on four wheels!""",1
"

""Wow, what a play! A threeway magic maneuver by Georgia or TV as they activate the rear window washer, use the dual facing rear feet, power door locks, and tilt steering wheel. Monisha must be impressed with their wider range!""",1
"

""Unprecedented flips in wagons! Tosses are a thing of the past, but the wagon master has a few tricks up their sleeve. Tune in to ABC on Saturday for NCAA College action.""",1
"""Welcome to the football regional games in California! USC, Nebraska, Colorado, South Carolina, Georgia, and Buffalo are facing off. Find the game in your area, and let's get ready to rumble!""",1
"""Coming to you live from Atlanta, Georgia, it's Muhammad Ali's victorious heavyweight fight against Jerry Quarry, exclusively on ABC's Wide World of Sports!""",1
"

""And here we are at the 41 yard line, folks. The Minnesota Vikings have possession. Looks like Jerry Plaza only got one throw in the second half, with 6 minutes and 13 seconds left on the clock.""",1
"

""And there we have it folks, Dave Osborne carries the ball for two yards but Biron Patios from LA makes the clutch stop, and the bikes are on the move.""",1
"""Here comes the offense, sticking to a solid strategy. Tight animals number 87 Beasley and 89 are leading the charge in these final two series.""",1
"Kramer with purpose, executing strong blocks to keep the ball grounded and maintain control. They're doing it again, folks!",1
"

""Vikings are leading by 13 as they attempt to run out the clock. Second down and eight yards to go on their own 43. Debris Bill Brown is on the move.""",1
"

""Deacons halt Minnesota's run at the 46-yard mark. With 5:08 left on the clock, Minnesota now faces third down, five yards to go.""",1
"""Osborne makes a swift sweep to the right, but Richie Pettibon couldn't hold on as he drops it back at the 42 yard line!""",1
"

The Ram defense stands firm as Minnesota punts it away. Will the Rams lose? Thousand Haman awaits the return.",1
"

""And with four wins and two losses, they now sit behind San Francisco in the Western Division of the National Football Country.""",1
"""If Minnesota wins, they'll take the lead in the Central Division with a record of 4-1-1, ahead of Detroit at 5-1."" - Sports commentator.",1
"

""Next Sunday, it's the Rams versus New Orleans. Tom McNeil and his team have 405 left, looking good!""",1
"

Haman's kick, affected by the weather, at 26 yards. He's down and number 63 Jim goes for the move!",1
"

Don't miss the Johnny Cash show on Wednesday night at 9:00 central time, a must-see event for Minnesota fans!",1
"

""Johnny Cash takes the ball, stern time of 180 days, completing the pass to Ernie Ford and Louie Armstrong for a first down at LA's 27-yard line.""",1
