,sentence,class
3355,my husband still enjoys it,0
3356,This is a great step-by-step guide to any handyman. Good projects.,0
3357,A favorite!,0
3358,should have suscribed before now,0
3359,This is a great magazine for understanding the Libertarian point of view. I don't agree with everything; the drug legalization stuff is a tough read.,0
3360,I tried a few issues of Reason to change up my usual reading list. I wanted something with quality reporting that presented the facts and was light on opinion.,0
3361,"Very iconoclastic, with its refusal to accept the idea that all good flows from, and all problems can (and should be) solved by government.",0
3362,"This is by far my favorite news/politics magazine. I don't agree with everything in any issue but I always find something that makes me think,",0
3363,"I purchased one issue of REASON to evaluate the magazine. While the articles were varied and well written, the lack of a table of contents was quite frustrating.",0
3364,This is a very interesting magazine that makes a great addition to anyone's Kindle library.,0
3365,"Edited to say apparently this is no longer True. ******************************** Thus far my subscription to kindle comes about a week after the print mag comes out, sometimes even after that.",0
3366,"Like so much of the frothy-mouthed twaddle that partisans (of all stripes) peddle as The Truth, this magazine belies its self-blindness in its very name; ""Reason"".",0
3367,"I'm moderately libertarian, so I usually agree with the views expressed in Reason. I enjoy poring over the news summaries and the book reviews, then skimming the articles.",0
3368,Reason's articles are more than just libertarian-biased reporting of and commentary on the news.,0
3369,Not much to it anymore.  Not like I remember,0
3370,Just canceled auto renewal and decided to post the reason as a review... The last issue was so thin they couldn't even print on the spine (e.g.,0
3371,Just as the title says.,0
3372,"This magazine has some interesting things in it, but each issue is very, very short/small... there isn't much to it.",0
3373,Always fun and a great magazine.,0
3374,for my grand sons,0
3375,Still a great publication,0
3376,I love it!,0
3377,This magazine was also a birthday gift for my grandson and he is very happy with it.,0
3378,Useless!,0
3379,Great magazine priced a lot lower than newstand,0
3380,great value and love the DIY easy guidelines.,0
3381,"In every issue, I find something that I can do as a project. I was not taught ""how to fix things"" growing up, but I always liked to try.",0
3382,My favorite magazine of all.  So many good ideas and tips.,0
3383,"Purchased a gift subscription for my father on father's day. Despite it taking a considerable amount of time for him to receive an issue, he really seems to enjoy it.",0
3384,"good prodjects and advice, and good read.",0
3385,I really enjoy this magazine. It did seem to take a long time to get the first one but they have arrived monthly since.,0
3386,"Good magazine, it gives you lots of tips and ideas.",0
3387,Very good resource,0
3388,What can I say?  I love this magazine.  Full of lots of information for any handyman ... you do not have to be an expert.,0
3389,"Wow - you can't beat a deal like this. A full year practically free. There was an option to receive the download version too, but",0
3390,Absolutely love Better Home and Gardens magazine and some of their other specialty publications - enjoy wonderful recipes and interior decorating ideas.,0
3391,"Have subscribed to this magazine for years. Now that my vision is poor, I order it for my daughter in law and she looks forward to it's arrival each month.",0
3392,Have always liked BH&G magazine. So many clever ideas that are not costly. Innovative delicious recipes. Something for everyone.,0
3393,"love b h and g.  great price, though did take awhile to get subscription started, but no longer than ordering direct from Meredith.",0
3394,"I enjoy looking through each month's issue at all the gardening ideas, organizational ideas and great recipes!!  Keep up the great info.",0
3395,"Want good decorating tips and recipes, subscribe to Better Homes and Gardens. This monthly magazine is fun to read with a lot of good articles on decorating your home, your garden.",0
3396,Great magazine with ideas and sources galore! I have already looked up several things online and am getting excited to do some projects!!,0
3397,"I don't get the bad reviews. I have only received 2 copies so far, but have gotten a lot of ideas and really enjoy it so far.",0
3398,"The price was a good value, however, it takes forever for the first issue to come. So if you order for a gift be sure",0
3399,Reason is one of my favorite magazines. It offers a (libertarian) perspective that you don't find in many publications.,0
3400,Reason is a good magazine for your smart friends.  It makes you think and it is actually very well written.,0
3401,I let my subscription lapse a few years ago. Unread issues just kept piling up because the magazine had gotten consistently dull.,0
3402,I just started getting Reason in the mail and have to agree that it is significantly superior to merely downloading the articles online.,0
3403,"I used to read the online content for this magazine (I still check out the blog), but I have to say that there is even",0
3404,There are not many magazines specializing in political commentary that are really any good these days.,0
3405,"This monthly magazine is an opinionated breath of fresh air. It's philosophically allied with Libertarianism, but it is not extreme or strident.",0
3406,"Being a moderate libertarian with a penchant for pragmatic politics and a subscriber to several magazines, I would think that i'm in the very core of their target audience.",0
3407,"For this registered Libertarian, this is a pretty good magazine. Decent articles that are written well and easy to read, as well as being informative.",0
3408,"Mr. Hayek apparently despises free thought. Furthermore, his ignorance of libertarian philosophy is clear; discounting his opinion is appropriate.",0
3409,I have really enjoyed getting Texas Monthly. My family and I have already been able to plan two getaways we can afford. Thank you,0
3410,The print is SO SMALL it is hard to enjoy.,0
3411,"As a Texas expat living in NY, I look forward to the arrival every month!  I especially love the indepth articles written by Skip Hollingsworth.",0
3412,"I find Texas Monthly very interesting. I have not got my first copy yet, have been reading copy floating around my apartment house.",0
3413,"They haven't found a conservative they like yet
But if you skip those articles not a bad read",0
3414,"Liberal slant (expected) but I must admit that the writing is outstanding and, hell, it's all about Texas!!!! Well, except for all the ads for touring New Mexico, Colorado, Jokelahoma.....",0
3415,Great Magazine,0
3416,Love it,0
3417,Great magazine but WAY too many ads.,0
3418,Home sick Texan.  Keeps me informed about the rich folks and BBQ joints,0
3419,Love this mag for all its useful  hints,0
3420,I give this magazine to the woodworkers in our family and they love it. It is well illustrated and has projects for the beginner as well as the advanced woodworker.,0
3421,Always great information!,0
3422,Always full of good information learn something new everytime,0
3423,My favorite self help magazine; and it was cheaper to order from Amazon.,0
3424,Fun to read. Good hints in every issue.,0
3425,"Got it for my husband, a wanna be diy type. He has found a lot of great tips and tricks throughout.",0
3426,"Got this for one of my sons, and it has so many great home ideas, I wish I would've ordered one for myself!",0
3427,Love the subscription,0
3428,I am an above average handyman at home and yard. Been reading this mag for at least 10 years. Save many articles.,0
3429,Love it!!!,0
3430,Love this magazine!,0
3431,"Great magazine for technology and science.  Has some silly stuff, but well worth $5. a year.",0
3432,Very Good!,0
3433,"nice articles, diverse topics... great for teens too",0
3434,Love the magazine!,0
3435,"Once Popular Science. If there is any truth in advertising left to go around these days then please, change the name to: Once Popular Science.",0
3436,Phenomenal publication,0
3437,My son and I really love this magazine!,0
3438,The print is to small for my poor eyes.,0
3439,I received my first issue of Better Home & Garden yesterday 3/23/13 just as promised when I purchased it.,0
3440,"While waiting for spring, and caring for home and children, a cup of tea and 15 minutes with BH&G provides a spot of sunshine in",0
3441,"Magazine arrived on time, intact, and just in time. Thank-you.
She enjoys, BH&G, in the print form, as well as on her Kindle.",0
3442,"I always enjoy each month of my Better Homes and Gardens magazine!! It is a good ""all around"" magazine for tips and advice for every",0
3443,"I read it quickly, it has more things that I am not interested in, but I enjoy the stories that appeal to me.",0
3444,"Love this magazine, got it as a gift from a friend...the articles about gardening and decorating are doable, not outrageous.... and I just renewed the subscription....",0
3445,I subscribed to the print copy so I could get it on my Kindle.  This is my favorite kindle magazine.,0
3446,Really like the magazine and it came with a little reciepe book. very cool and the price was great for a 1 year subscription,0
3447,Consistently a good read! Always enjoy this magazine! Keep up your standards! Enjoy the gardening tips (although I'm a city girl) and recipes and interesting articles.,0
3448,"I bought this off of my gf's wish list and it was a terrible experience to then fix all the f-ups that happened after that,",0
3449,Great !,0
3450,my husband and I both read this magazine and each month we find new an interesting tips,0
3451,Has a lot of good DIY ideas.,0
3452,HANDY-HANDY.,0
3453,"If you are a do-it-yourselfer YOU REALLY NEED THIS!!!

Great magazine...love the tips and tricks.",0
3454,too much advertisement..but they do put good information an tips,0
3455,"For a homeowner, this magazine reminds you and shows you how and when to do all the dirty little jobs around your house that need doing.",0
3456,This should have been an extension of my existing subscription...,0
3457,"This is perhaps one of the best around the house mags to give you great ideas for home improvement, maintenance and shop organization.",0
3458,Dishonest!,0
3459,"I've been a subscriber to CN Traveler since its inception, but for the past few years my renewals have only been made in the hope",0
3460,"I was in the Travel Industry for years, and found CN to be an excellent, albeit brief source of continually updated information on destinations, and",0
3461,"I have subscribed to Traveler for a while now. Before I picked up that subscription, I was already subscribing to National Geographic Traveler and Budget Travel.",0
3462,"I think that in terms of overall content presented, 'Conde Nast Traveler' is the best travel magazine currently on the market.",0
3463,"I used to love this magazine. It still has some excellent articles, but it is True that there are way too many filler issues now",0
3464,I had a subscription to this magazine years ago and let it laspe. I recently picked it up again and I will not be renewing it.,0
3465,I used to subscribe to well over 16 Magazine Publications I trimmed back to only subscribing to 3 in the last 3 years well this one I added recently.,0
3466,I'm a consummate world traveler but have to be budget minded. This magazine seems more tailored for the wealthier travelers of the world and doesn't necessarily suit my needs.,0
3467,CN Traveler is a good mass-market travel magazine.,0
3468,"It has everything. Interesting reviews by pro and ""joes"". Good advice and recommendations. Worth every dollar. Great way to learn about new destinations and missed jems for the next time.",0
3469,"I'll admit, I knew this was a good magazine prior to buying it. I've received to issues so far and I'm enjoying the ideas.",0
3470,I received a two year subscription for 10 bucks. Magazine is beautiful on the Kindle Fire. Nice household tips for everyday use. Get it now!,0
3471,"I love this magazine! It has all the tips a homeowner and home gardener needs. I especially enjoy the household hints, decorating ideas, and recipes.",0
3472,Great - exactly what I thought it would be! The magazines are fun to read and I think this is a really good deal!,0
3473,This is a great magazine full of helpful projects and great hints for everyday updates in every room of the house.,0
3474,I bought the kindle edition of this magazine and was only able to read the one issue for one day.,0
3475,It's always a pleasure to get a new month's magazine. I read from cover to cover usually several times and there is always an article,0
3476,"I absolutely love this magazine, and this price was too good to pass up.",0
3477,I'm always happy to see my issue of Better Homes & Garden show up. Overall this magazine is great. I especially enjoy the decorating/home parts of this magazine.,0
3478,"I have been a subscriber for over 20 years and love, love, love this magazine.  Can't beat the value by ordering from here!",0
3479,Love it...,0
3480,Several years ago I got a subscription for a granddaughter for Christmas. She loved it. This year I got one for a gifted grandson.,0
3481,Great magazine,0
3482,LOVE THIS MAG!!,0
3483,ITS OVER 1/2 FULL OF ADVERTISEMENTS.I WILL NOT RENEW MY SUBSCRIPTION,0
3484,awesome mag,0
3485,very nice,0
3486,For husband - he likes it.,0
3487,"Very good magazine, learn and explore science in an entertaining way.",0
3488,good read,0
3489,I love  this magazine!,0
3490,"I for the most part, enjoy the articles. Sometimes a writer tends ramble on, beating details to death, instead getting just getting to the point.",0
3491,Great magazine...started up sooner than expected,0
3492,Too many advertisements every month. Not enough reading stories,0
3493,"Enjoy getting the magazine, but rarely have time to read it!",0
3494,"My husband adores this magazine, we discovered it while living in Santa Fe, NM. We did live in Ft. Worth, TX for 6 months at a later date.",0
3495,"This is truly one of the best written, most interesting magazines available. While its appeal is mainly to Texans or former Texans, others will find the articles interesting.",0
3496,Favorite magazine ever~,0
3497,Love the wonderfully written articles and the fantastic focus on our wonderful state. We 'kids' renew it annually as a gift for Daddy!,0
3498,It's a nice resource to stay 'plugged in' to my surroundings. It's a bit heavy on the advertisements though.,0
3499,"PC World is one of the most widely read computer magazines in existence, and for good reason: it provides a monthly dose of technology news",0
3500,Great magazine easy descriptions.,0
3501,Great magazine even for weekend warriors.,0
3502,"THE FAMILY HANDYMAN is a dream magazine! Pertinent, informative topics, clear and detailed instructions, wonderful tips for creating, maintaining, and producing a variety of home",0
3503,I really enjoy the magazine and with auto renewal I get a great price with no worries about forgetting to renew.,0
3504,Grest,0
3505,This is a must have magazine for any homeowner.  Great suggestions and practical tips to use.  Love it!,0
3506,"Great.  I've been subscribing to The Family Handyman for many, many years.",0
3507,"As always, this magazine exceeds my exectations.  I learn valuable new tips with every issue.
Sharon Weeks",0
3508,"As a homeowner and COO for a family owned renovation business, the topics and tips are fantastic.",0
3509,This is a great publication filled with articles that help a person maintain and repair their home.,0
3510,Great magazine for women of all ages. Good recipes and ideas and articles. This was a gift and they loved it.,0
3511,"Love this magazine! Great photos, great ideas, great articles! While I don't like advertising in magazines, I realize that they are necessary, and the ones",0
3512,"I have always loved the better homes and gardens magazine, and was so excited about finally getting my own subscription...until there was an issue with my subscription.",0
3513,"I usually get a few ideas out of each issue. Great product for the price.
Same BHG as always! Thanks",0
3514,even though I subscribed December the fifteenth and now it is nearly February. I was told this was a possibility but then I got this email asking for my review.,0
3515,It's safe to say the price for this subscription is looooow and therefore I am happy with this purchase.,0
3516,I love the decorating ideas and color suggestions - absolutely do-able and attractive. Menu ideas are also delicious and easy.,0
3517,"Great Bargin price. Have read for years. Excellent content. Will renew subscription when this period is over.
Recommend for everyone.",0
3518,"Loads of ideas, interesting reading.  I love this magazine, love to look at all the different ideas and suggestions and how to's",0
3519,"I recommend this magazine. It has a variety of articles. Anything you need from decorating, to cooking, to cleaning, and crafts. Very reasonable price.",0
3520,"Yes, it's a conservative publication -- duh. We do have to expect a couple of conservative periodicals to spring up here and there, amid all",0
3521,"As a neo-conservative, I fit quite well within The Weekly Standard's ideological focus.",0
3522,"You don't need to be a conservative to enjoy this magazine! (I am a Tony Blair supporting Briton, who reads it faithfully!) Both Fred Barnes",0
3523,I subscribed to this magazine for a short time. I was interested in the conservative perspective on political issues. I got bored with the magazine after a few weeks.,0
3524,"This magazine is a bit too conservative for my tastes. I am a registered Libertarian, so I like to consider the best of the Democrat",0
3525,"The Weekly Standard is a must read for all Conservative thinkers. As a conservative college student placed in the middle of a Leftist-Mecca (University of Pittsburgh), the Weekly St.",0
3526,"Sorry, but I have to chime in, since actual conservatives don't seem to review this magazine.",0
3527,"Along with National Review, the Weekly Standard is one of the most popular and influential conservative magazines out there.",0
3528,one of best magazines I get.,0
3529,Excellent magazine for the handyman,0
3530,"Handy household tips, always interesting to read.",0
3531,Love this mag and so do the people that come into my work. I see it is often one of the most picked to read.,0
3532,Fun mag,0
3533,"My son is a fabulous ""Handy Man"" so I continue to renew this magazine for him.  These magazines are a great resource for future projects.",0
3534,I have enjoyed this mag for years.,0
3535,Good source for useful tips.,0
3536,"Great magazine one of the few that I buy has great views on product and great articles, always renewing my subscriptions",0
3537,Great read,0
3538,Not what it used to be. Hummm. Not sure.,0
3539,Excellent mag for teen boys.,0
3540,very informational,0
3541,"My favorite magazine! So much good information. The articles are fun and light-hearted, as well as educational. The subscription is always inexpensive and always comes on time.",0
3542,The Kindle version works very well.  Encourage you to try it.,0
3543,Easy to read and good to read when I have downtime.,0
3544,"Bonnier took my Ntl. Geo order, to send me 5 issues of Pop Sci; OK but hope I get Ntl. Geographics! I for Nov",0
3545,"I enjoy the well-written articles, and even without a science background, glean much useful information from each magazine issue..well worth the subscription price..",0
3546,Magazine has been getting thinner and thinner through the years. The articles are well written but few and far between on piquing my interest.,0
3547,Fun issue.,0
3548,One star for lack of integrity and untruthful Customer Service. Ordered this in November 2005 and did NOT receive first copy until April 2006! And when did our subscription end...December 2006.,0
3549,"My brother in law is a pilot, this 1 year subscription is under 12 bucks for 1 year. How could I go wrong ???",0
3550,I have never gotten this product so it's hard to know how to rate it.  Wish amazon would send me things in a timely manner.,0
3551,"Flying a plane is one of my frustrations, and Flight Simulator is as close as I can get to real flying.",0
3552,I gave 5 stars because the magazine is exactly what I ordered (Better Homes and Garden) and the price was great! It took a while,0
3553,Received in a timely manner - great so far - think I will enjoy this magazine. I was tired of fashion ONLY magazines and wanted,0
3554,This is a quick read magazine. I usually get some sort of idea from each issue.,0
3555,I like this magazine and I am a guy! It gives me just enough tips and ideas to keep the place looking good.,0
3556,Bought for my Mom. She loves to read Better Homes mag. For the same price she pays for 2 issues off the store shelf I bought her a 1 year subscription.,0
3557,"Great recipes, wonderful gardening and decorating ideas. I have enjoyed this magazine for most of my adult life and am always amazed and delighted.",0
3558,"I have not received my first issue yet, but as I like Better Homes & Garden magazine, I'm sure I will like it when my subscription begins.",0
3559,"very good magazine! I have always loved it. Lots of helpful information in it,for men and women.good recipes.the subscription price is good also.",0
3560,I like all of the articles and ideas in BH&G. There are always beautiful pictures and descriptive articles as well as resources.,0
3561,"l love the meal prepartion ideas and have tried several with success. The articles are interesting and not too ""fluffy""",0
3562,"Love it.  Great magazine, great articles, great price.  I wish Amazon was adding more 1 year auto renewal magazines (instead of removing them)",0
3563,A few good tips. Some editions seem too much like ads for products and not tips. They are not price conscious in the projects so they often seem impractical.,0
3564,Great.,0
3565,good,0
3566,Great price for two years subscription,0
3567,I REALLY LOOK FORWARD TO MY NEXT ISSUE! LOTS OF GREAT IDEAS AND TIPS.,0
3568,Excellent for those who do their own house repair.,0
3569,It's helpful for someone who doesn't know much about being a handyman.,0
3570,"I originally ordered this magazine for my husband, even though I enjoy paging through it. Our son-in-law would always ask to read it, as well as our daughter.",0
3571,I love handyman things!,0
3572,It is most useful for those of us not in IT. I find it a source for product reviews and for info re useful fixes and free software.,0
3573,An excellent monthly magazine of the tech world.  I learn something new each month.  The reviews are unbiased and clear.,0
3574,"I am going try and take an unbiased approach to this. To be honest, I do have a subscription, but I am also a Moderator on their forums.",0
3575,There are way to few helpful articles in these PC World and some others. 80% ads and it's a waste of trees to make the paper.,0
3576,"I've been a PC World subscriber for many years, and I am still subscribing. I really like this magazine. It contains pertinent articles monthly on current PC issues.",0
3577,Have been getting this magazine since I first began using a computer as a novice. I learned so much from reading it and how to,0
3578,"Wow, Ordered about two months ago, and still no magazine.",0
3579,There was a time when computer enthusiasts could be expected to await each new issue of PC World as a child anticipates Christmas morning.,0
3580,"PC World is my favorite computer magazine. It offers a nice variety of computer related information, product reviews, solutions to problems, helpful tips, and other useful information.",0
3581,I ordered this on 12/23/08 as a gift and the person still has not received their first issue as of 2/3/09.  Very disappointed.,0
3582,"It took quite awhile for the subscription to start, but I have received 2 magazines and read them both.",0
3583,"Seriously Popular Science, I am done subscribing, I have been a subscriber for YEARS and it's like 99% ad's these days.",0
3584,Subscription was for my 14 year old grandson that I used to give him Popular Mechanics but his interest has drifted more toward science .,0
3585,Thoroughly enjoyable magazine.  Good for passing time on business travel.,0
3586,"It's a magazine, what can I say, other than I like to keep up with current technologies and this a pretty good way to do",0
3587,Great deal you can never go wrong with popular science amazon always comes through,0
3588,perhaps my expectations were too high.  Disappointed.,0
3589,Good magazine with super articles.  I enjoy reading it and could not beat the $5 for a year price.,0
3590,ITEM BETTER THAN DESCRIBED A+A+A+A+A+,0
3591,Mostly enjoying this but their at too many short articles not enough detail. A lot of ads too and sometime the ads look like articles.,0
3592,Helped with several projects. Will keep getting it!,0
3593,One of the most handy magazines that I get! Every issue is full of tips and ideas that make my home improvement projects easier and less complicated.,0
3594,How could you go wrong with The family Handman. The whole family loves to review when it comes in. We are spending time together while building some of the projects.,0
3595,Product was as described and shipping was very fast,0
3596,sooooooo many great ideas! i can't put it down,0
3597,Great magazine. I get project and fix it ideas from the magazine itself. I use the online version for searching my old copies rather than paging through the magazine.,0
3598,Lots of helpful hints and DIY plans. Very comparable to print edition IMO.,0
3599,"ok if you live in Midwest, im in phoenix az--not good for me",0
3600,I love this magazine. A man's (and woman's) treasure. Have to hide it from the wife or I'll get more projects to do.,0
3601,good magazine,0
3602,"they automatically renew even after you cancel it and repeatedly bill you , they have done it to so many people do your research before",0
3603,"This magazine put me off on the first issue because it is at least 50% ads, but I do enjoy the recipes.",0
3604,What I hate is that I NEVER GOT IT!  I am sure I would be satisfied if/when it shows up!,0
3605,This magazine came from Amazon for a one year subscription for my dear Mother who is 90yrs. old.,0
3606,"I love this magazine, especially for this price. Always has good decorating ideas and good recipes to try.",0
3607,Love the beautiful pictures and recipes and the best part is most of them are easy enough that I will actually make them.,0
3608,"My mother used to get Better Homes and Gardens and now it's one of my favorite magazines, too.",0
3609,I like it. I have been getting it for years. It has great home ideas and seasonal.,0
3610,I've been a subscriber to this magazine on and off for decades. I'm hoping that they'll change the content yet again because it's now just,0
3611,"This has always been a favorite magazine because of it's beautiful photography, good recipes, and decorating ideas.",0
3612,Great read.,0
3613,boring and full of ads.  Not what I thought it would be.  Waste of money.  Cancelled it,0
3614,I used to love this magazine. It had a ton of useful information in the past. Now it is a snobby magazine filled with ads that are unrelated to travel.,0
3615,Ok,0
3616,Mother in law loves these,0
3617,Love the articles and pictures of new & exciting places to visit.,0
3618,I really liked this magazine. It was really detailed and is filled with magnificent images of the beautiful places around the world.,0
3619,Enjoy the articles. Very pertinent.,0
3620,would like omnibusman in the issue,0
3621,"I was long time print subscriber when the magazine had actual valuable content developed by experienced travel writers, After a management change at the top,",0
3622,"Intelligent and erudite criticism of liberal policy, political correctness, and much more.",0
3623,"How may I give a less than 1 star review? Their Partisan anti-Trump articles ridiculous, they are on the wrong side of truth and the wrong side of history.",0
3624,"The Weekly Standard has excellent writers and, despite the stereotype, many of them are conservatives and do give an objective viewpoint and give a fair",0
3625,I like reading this magazine,0
3626,New and consistent conservative thought...until this Trump idiocy.  Get behind him and win.,0
3627,Predictable hacks.,0
3628,Conservative news at its best,0
3629,"I enjoy reading this magazine, which keeps you up to date on the conservative happenings in the Beltway and beyond. Also has very good book reviews.",0
3630,The gold standard!,0
3631,Great,0
3632,I love the articles in this magazine! It also provides a month of events going on across Texas.,0
3633,Got the subscription sooner than expected! Very happy with purchase,0
3634,The best,0
3635,Its an ok mag.,0
3636,I like the articles and do not always agree with the opinions as an 'Independent thinker'. I think they can contradict themselves at times especially,0
3637,I haven't lived in Texas since 1990.  Texas Monthly keeps me abreast of everything Texas.,0
3638,4 Stars!,0
3639,"I am a long time subscriber to Texas Monthly and have received the past two monthly issues previously, Why would I want to re-read the",0
3640,"best magazine in Texas ,or anywhere for that matter.",0
3641,"Given as a gift. We have heard no feedback.
Must have not impressed the recipient.",0
3642,"I love House Beautiful! It gives so many wonderful ideas. This is a collection of ecclectic styles, patterns, and methods that will suit anyone's taste.",0
3643,"This magazine is a good source of inspiration ... however, unless you are a professional interior designer, there is a strong likelihood that you will",0
3644,"This is a great magazine.  I get so many good ideas and recipes from this magazine.
My children read it too.",0
3645,I have not received 1 copy yet.  How can I give it anything else?  I will probably enjoy it once that happens.,0
3646,I was so sad to realize how bad the advertisements had gotten.,0
3647,"I have not received this magazine, so I can not write a review> Please let me know when I will receive the magazine. Tnank you.",0
3648,Haven't received my subscription yet! I going to give this product more time  to arrive to my home before  I contact who is responsible.,0
3649,Great magazine!  Great recipes and tips for anyone.  I look forward to my issue every month.  My favorite part are the easy recipes.,0
3650,"The magazine is pleasant and I love the articles, pictures and the ""extra content"" that the kindle fire users receive.",0
3651,This was an excellent price for a two year subscription.  It was not long from the purchase date to the first issue,0
3652,I just received my first issue of this magazine and I was very excited with all the ideas that are in it! Everything seems very,0
3653,I just checked with Better Homes and Gardens and my subscription was extended a year based on my order with you.,0
3654,"I bought this for my 87-year-old husband, and he's really enjoying it!",0
3655,Very duel and boring magazine.that has nothing to offer in the way of wood projects or any other material that an in home do it,0
3656,"This is a great magazine for the handy homeowner. The projects are affordable, doable and things you can really use to improve your home.",0
3657,Bought as a gift. Item came exactly as pictured. Subscription started faster than quoted.,0
3658,Best! Great project ideas,0
3659,Always fun to read and has some fun projects ideas,0
3660,My husband loves this magazine and so does my son in law. Great tips that anyone can understand. Useful ideas and reviews on tools and gagets Well worth the price.,0
3661,my husband loves it!,0
3662,I've bought or subscribed to Handyman for years. My husband and I both devour each issue.,0
3663,Great magazine - full of handy tips!,0
3664,"Ordered magazine on 12/27/08.  As of February 27, 2009 still have not received my subscription.",0
3665,If you own or are involved with computers this is a must read magazine. It can help with PC problems and save you allot of money.,0
3666,"I subscribed to PC World 4 months a go, did not receive one issue, tried called customer service but they told me the system had",0
3667,"I was impressed in the fast delivery, I was told to wait 6-8 weeks and I received it within a month. Very timley.",0
3668,"It's not just that you can get your information much quicker nowadays online, well actually it is. Everything in the magazine is automatically two months behind.",0
3669,I don't like ordering mag's so I buy them at the local wall mart they are always on time and up to date.,0
3670,"I haven't received my magazine. I paid for it November 1, 2007. I'm not happy about this.",0
3671,I recently tried to redeem an Amazon gift certificate that I received from another site to renewal my PC World magazine gift subscription.,0
3672,This magazine is full of ads and little content as is the case for most magazines of its type.,0
3673,"I am unable to review the product PC World, I haven't heard anything from the publisher or received a copy yet.",0
3674,Enjoy the magazine. Since subscribing I have received only 1 issue. Don't  know if it's  a publisher issue or third party subscription service problem.,0
3675,Exactly as described.,0
3676,Love this magazine,0
3677,I've been reading Plane and Pilot for many years because the articles and airplanes are about down to earth flying yet keeps us current on all the new technology.,0
3678,I love this magazine! I think it's my favorite one! I like the price and I also enjoy the auto renewal.,0
3679,I use to read that other mag about flying. It seemed too professional for me. I do enjoy Plane & Pilot.,0
3680,Great magazine for all Private Pilots and anyone interested in learning to fly. The subscription price through Amazon is very fair.,0
3681,Over fifty years of reading aviation magazines I'd rate Plane & pilot at the top. It's well worth the subscription just to read Bill Cox.,0
3682,Just tells stats,0
3683,It has gotten better and better!!! Inexpensive and informative!,0
3684,"Excellent writing. Not only informative, but entertaining.",0
3685,"Excellent. Well written reviews, surprisingly middle ground coverage for conservative publication. Satisfying reading level.",0
3686,Very insightful writing.,0
3687,Looks at the issues from a more conservative point of view. Case in point is the cover article on Supreme court Justice Thomas.,0
3688,Tried the Kindle version and it worked fine. Easy to scroll through the pages and bounce around when necessary.,0
3689,Excellent,0
3690,Always appreciated as a gift.  Will keep reordering.,0
3691,Well-written.,0
3692,The writing is thoughtful and it is nice to see a properly framed argument regarding the issues of our day.,0
3693,Weekly Standard has always been a terrific magazine. It covers many topics of interest. I particularly like the book reviews.,0
3694,Great magazine with way too many adds.,0
3695,good magazine for both adult and child.,0
3696,Interesting and we also gave as a gift to 13 yr old grandson.  Still nothing like holding and reading a paper magazine :),0
3697,"Pretty good articles, but too little content and too many advertisements",0
3698,"It's still one my top 5 magazines but has gone downhill in the last few years. Can't compare to Scientific American. But, neither is it as pricey.",0
3699,Enjoyed the subscription.,0
3700,"This is a good magazine to browse if you're a bit bored, but most of the material is outdated by a few weeks by the time of publication.",0
3701,My son looks forward to this every month!,0
3702,Great price,0
3703,Hubs  loves,0
3704,what i wanted,0
3705,"This is a great magazine, FULL of tips, tricks and all sorts of information. Most are short and to the point items, which makes it an easy read.",0
3706,A GREAT MAGAZINE AND A GOOD PRICE AT AMAZON.  I HAVE BEEN A SUBSCRIBER FOR AT LEAST 4O0 YEARS!,0
3707,good,0
3708,This mag is super cool with tips that will help you along the way to fixing your own problems.,0
3709,Great ideas!  Sometimes not detailed enough.,0
3710,"Plenty of tips, tricks, and detailed builds fill every issue. There are awesome tool reviews, reader suggestions, and my favorite, the wordless workshop, which gives",0
3711,"The BEST DIY, easy to renew-thanks!",0
3712,Excellent,0
3713,husband loves it,0
3714,This magazine lets me know what is happening in Texas. I like the commentary on Texas politics and restaurant review.,0
3715,Great magazine!,0
3716,My husband really enjoys some of stories,0
3717,Great magazine.  The ads are taking it over but realize Texas Monthly has to pay the bills.  But stories are great.,0
3718,Great stories of what's to do and available in the huge and varied state of Texas,0
3719,"Since I am a Texan transplanted to Oregon for the past 46 years plus a few months, reading the Texas Monthly has connected me with my home state.",0
3720,"Love this magazine, love my state so much",0
3721,Nice magazine to keep up with what is going on in Texas. Nice travel guide around Texas also.,0
3722,"This is a good magazine and delivers an abundance of useful information on Texas history, politics, food, travel, current events, etc.",0
3723,love this magazine!,0
3724,"I too have been getting BHG due to the folding of Readymade. Unfortunately, I have a pricey subscription to Readymade until 2014, for which I",0
3725,Don't be lured by the cheap subscription price like I was. Find a better way to waste your money.,0
3726,"I also really enjoy this magazine. I emailed their customer service dept about an offer I had received. They sent me a phone number, which is impossible to find anywhere.",0
3727,I have had a subscription to this magazine for many years.,0
3728,I've always enjoyed this magazine although it's nothing like it used to be.,0
3729,"Wow, I am so surprised at the negative reviews here. This is my favorite magazine currently and has been for the last 2-3 years.",0
3730,"My wife wanted a subscription to BHG magazine. After submitting online, I found the ""fine print"" that stated ""as a convenience your subscription will be",0
3731,I started receiving Better Homes & Gardens because my Readymade subscription was cancelled and they stopped producing Readymade magazine.,0
3732,I have been a 25 year subscriber of Better Homes and Gardens and recently tried to use their digital edition for iPad.,0
3733,I have been a subscriber to this magazine for a few years (probably 4 or 5). It has just been getting worse and worse with ads.,0
3734,Their magazine is more like a virus than a magazine. I have been trying for months to stop their spam emails.,0
3735,"Way too many, mostly non-relevant ads. Not much substance to the articles.",0
3736,Too much ads,0
3737,A,0
